[_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,ooo,ooo,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[_0_,_0_,_0_,_0_,_0_,_0_,_0_,ooo,ooo,ooo,_0_,_0_,_0_,_0_,_0_,_0_,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,EEE,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH],
[HHH,HHH,HHH,HHH,HHH,HHH,HHH,ooo,ooo,ooo,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH,HHH]
[
